field,system,layer,train_n,validation_n,test_n,test_balanced_accuracy,test_macro_f1,validation_balanced_accuracy,validation_macro_f1
recommendation_response,answer_only,32,946,134,269,0.9697089947089947,0.9731179213857428,0.9324324324324325,0.9512053018716773
recommendation_response,subjectesis,0,946,134,269,0.5,0.4126637554585153,0.5,0.4199134199134199
recommendation_response,subjectesis,1,946,134,269,0.6189153439153439,0.6066343415685369,0.6079687935358038,0.6079687935358038
recommendation_response,subjectesis,2,946,134,269,0.6028108465608466,0.5939527862933972,0.5126776260796879,0.5117408906882591
recommendation_response,subjectesis,3,946,134,269,0.5753968253968254,0.5644855816226784,0.5583728057954862,0.5545212765957447
recommendation_response,subjectesis,4,946,134,269,0.6419973544973545,0.6294937864648622,0.5055725828921706,0.5025724519700423
recommendation_response,subjectesis,5,946,134,269,0.6362433862433863,0.6347321063394683,0.5493173585957091,0.537379951038855
recommendation_response,subjectesis,6,946,134,269,0.6174933862433862,0.6174933862433862,0.5950125383115075,0.5757124231700503
recommendation_response,subjectesis,7,946,134,269,0.6970568783068782,0.6842574768768487,0.5853998328225133,0.5782848151062155
recommendation_response,subjectesis,8,946,134,269,0.7191798941798941,0.7094294065319608,0.5802451936472555,0.5723868446760013
recommendation_response,subjectesis,9,946,134,269,0.7047619047619047,0.7017738359201774,0.6581220395653385,0.6404293381037567
recommendation_response,subjectesis,10,946,134,269,0.780489417989418,0.7713795481150078,0.7347450543326832,0.7188565434041437
recommendation_response,subjectesis,11,946,134,269,0.8506944444444444,0.8431791682860474,0.7173307327946503,0.6887828761534116
recommendation_response,subjectesis,12,946,134,269,0.8526124338624339,0.8376223154149194,0.7649763165227084,0.736203721343748
recommendation_response,subjectesis,13,946,134,269,0.8783399470899471,0.8662786036144385,0.8177765394260239,0.7919254658385093
recommendation_response,subjectesis,14,946,134,269,0.9245039682539682,0.9169550735234382,0.8757314015045974,0.8574468085106384
recommendation_response,subjectesis,15,946,134,269,0.9254629629629629,0.9134491634491635,0.9130677068821399,0.8930851063829788
recommendation_response,subjectesis,16,946,134,269,0.9403769841269841,0.9419691010769817,0.9336862635831709,0.9265350877192983
recommendation_response,subjectesis,17,946,134,269,0.959126984126984,0.9558379301287103,0.9388409027584286,0.9351986183074266
recommendation_response,subjectesis,18,946,134,269,0.9617724867724867,0.9601133499184473,0.925327389244915,0.925327389244915
recommendation_response,subjectesis,19,946,134,269,0.959126984126984,0.9558379301287103,0.9356366675954304,0.9430272108843537
recommendation_response,subjectesis,20,946,134,269,0.9653769841269841,0.9603926380368097,0.9201727500696573,0.9166839378238342
recommendation_response,subjectesis,21,946,134,269,0.9653769841269841,0.9603926380368097,0.925327389244915,0.925327389244915
recommendation_response,subjectesis,22,946,134,269,0.9653769841269841,0.9603926380368097,0.9201727500696573,0.9166839378238342
recommendation_response,subjectesis,23,946,134,269,0.9653769841269841,0.9603926380368097,0.925327389244915,0.925327389244915
recommendation_response,subjectesis,24,946,134,269,0.9680224867724867,0.9646703441029683,0.925327389244915,0.925327389244915
recommendation_response,subjectesis,25,946,134,269,0.9680224867724867,0.9646703441029683,0.9304820284201727,0.93410607657183
recommendation_response,subjectesis,26,946,134,269,0.9680224867724867,0.9646703441029683,0.9304820284201727,0.93410607657183
recommendation_response,subjectesis,27,946,134,269,0.9680224867724867,0.9646703441029683,0.9407913067706882,0.9520983770644169
recommendation_response,subjectesis,28,946,134,269,0.9653769841269841,0.9603926380368097,0.9407913067706882,0.9520983770644169
recommendation_response,subjectesis,29,946,134,269,0.9680224867724867,0.9646703441029683,0.9356366675954304,0.9430272108843537
recommendation_response,subjectesis,30,946,134,269,0.9680224867724867,0.9646703441029683,0.9304820284201727,0.93410607657183
recommendation_response,subjectesis,31,946,134,269,0.9680224867724867,0.9646703441029683,0.9407913067706882,0.9520983770644169
recommendation_response,subjectesis,32,946,134,269,0.9653769841269841,0.9603926380368097,0.9594594594594594,0.9712590262386501
appraisal,base,0,280,32,77,0.5,0.02531645569620253,0.5,0.058823529411764705
appraisal,base,1,280,32,77,0.4666666666666667,0.47619047619047616,0.6166666666666667,0.5060034305317325
appraisal,base,2,280,32,77,0.44666666666666666,0.4652777777777778,0.5666666666666667,0.4514285714285714
appraisal,base,3,280,32,77,0.4666666666666667,0.47619047619047616,0.38333333333333336,0.41818181818181815
appraisal,base,4,280,32,77,0.4866666666666667,0.4866666666666667,0.4,0.42857142857142855
appraisal,base,5,280,32,77,0.4866666666666667,0.4866666666666667,0.65,0.5474747474747474
appraisal,base,6,280,32,77,0.48,0.48322147651006714,0.9,0.6444444444444444
appraisal,base,7,280,32,77,0.4666666666666667,0.47619047619047616,0.9,0.6444444444444444
appraisal,base,8,280,32,77,0.46,0.4726027397260274,0.6833333333333333,0.5989974937343359
appraisal,base,9,280,32,77,0.4666666666666667,0.47619047619047616,0.9166666666666667,0.6767676767676767
appraisal,base,10,280,32,77,0.7166666666666667,0.6044520547945205,0.9333333333333333,0.7142857142857143
appraisal,base,11,280,32,77,0.47333333333333333,0.4797297297297297,0.9666666666666667,0.8160919540229885
appraisal,base,12,280,32,77,0.48,0.48322147651006714,0.7,0.632183908045977
appraisal,base,13,280,32,77,0.4866666666666667,0.4866666666666667,0.7,0.632183908045977
appraisal,base,14,280,32,77,0.7366666666666667,0.6899328859060403,0.7166666666666667,0.6745762711864407
appraisal,base,15,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,16,280,32,77,0.73,0.6531531531531531,0.7166666666666667,0.6745762711864407
appraisal,base,17,280,32,77,0.7433333333333334,0.7433333333333334,0.75,0.825136612021858
appraisal,base,18,280,32,77,0.7233333333333334,0.6258503401360545,0.75,0.825136612021858
appraisal,base,19,280,32,77,0.7166666666666667,0.6044520547945205,0.7166666666666667,0.6745762711864407
appraisal,base,20,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,21,280,32,77,0.7233333333333334,0.6258503401360545,0.7166666666666667,0.6745762711864407
appraisal,base,22,280,32,77,0.7233333333333334,0.6258503401360545,0.7333333333333334,0.7333333333333334
appraisal,base,23,280,32,77,0.7366666666666667,0.6899328859060403,0.75,0.825136612021858
appraisal,base,24,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,25,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,26,280,32,77,0.7233333333333334,0.6258503401360545,0.7333333333333334,0.7333333333333334
appraisal,base,27,280,32,77,0.7366666666666667,0.6899328859060403,0.7333333333333334,0.7333333333333334
appraisal,base,28,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,29,280,32,77,0.7233333333333334,0.6258503401360545,0.75,0.825136612021858
appraisal,base,30,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,base,31,280,32,77,0.7233333333333334,0.6258503401360545,0.6833333333333333,0.5989974937343359
appraisal,base,32,280,32,77,0.7233333333333334,0.6258503401360545,0.6833333333333333,0.5989974937343359
appraisal,answer_only,0,280,32,77,0.5,0.02531645569620253,0.5,0.058823529411764705
appraisal,answer_only,1,280,32,77,0.4666666666666667,0.47619047619047616,0.6333333333333333,0.5259259259259259
appraisal,answer_only,2,280,32,77,0.44,0.46153846153846156,0.55,0.4340136054421769
appraisal,answer_only,3,280,32,77,0.46,0.4726027397260274,0.35,0.39622641509433965
appraisal,answer_only,4,280,32,77,0.4866666666666667,0.4866666666666667,0.4,0.42857142857142855
appraisal,answer_only,5,280,32,77,0.49333333333333335,0.4900662251655629,0.6666666666666667,0.5714285714285714
appraisal,answer_only,6,280,32,77,0.4866666666666667,0.4866666666666667,0.9,0.6444444444444444
appraisal,answer_only,7,280,32,77,0.4666666666666667,0.47619047619047616,0.65,0.5474747474747474
appraisal,answer_only,8,280,32,77,0.4666666666666667,0.47619047619047616,0.6833333333333333,0.5989974937343359
appraisal,answer_only,9,280,32,77,0.71,0.5869731800766284,0.6833333333333333,0.5989974937343359
appraisal,answer_only,10,280,32,77,0.7166666666666667,0.6044520547945205,0.95,0.7593984962406015
appraisal,answer_only,11,280,32,77,0.7233333333333334,0.6258503401360545,0.9833333333333334,0.8915254237288136
appraisal,answer_only,12,280,32,77,0.7233333333333334,0.6258503401360545,0.9833333333333334,0.8915254237288136
appraisal,answer_only,13,280,32,77,0.71,0.5869731800766284,0.9833333333333334,0.8915254237288136
appraisal,answer_only,14,280,32,77,0.7033333333333334,0.5722222222222222,0.95,0.7593984962406015
appraisal,answer_only,15,280,32,77,0.7366666666666667,0.6899328859060403,0.9666666666666667,0.8160919540229885
appraisal,answer_only,16,280,32,77,0.7233333333333334,0.6258503401360545,0.95,0.7593984962406015
appraisal,answer_only,17,280,32,77,0.73,0.6531531531531531,0.9666666666666667,0.8160919540229885
appraisal,answer_only,18,280,32,77,0.7366666666666667,0.6899328859060403,0.9666666666666667,0.8160919540229885
appraisal,answer_only,19,280,32,77,0.7366666666666667,0.6899328859060403,0.9666666666666667,0.8160919540229885
appraisal,answer_only,20,280,32,77,0.7433333333333334,0.7433333333333334,0.9833333333333334,0.8915254237288136
appraisal,answer_only,21,280,32,77,0.7366666666666667,0.6899328859060403,0.9833333333333334,0.8915254237288136
appraisal,answer_only,22,280,32,77,0.73,0.6531531531531531,0.9833333333333334,0.8915254237288136
appraisal,answer_only,23,280,32,77,0.7366666666666667,0.6899328859060403,1.0,1.0
appraisal,answer_only,24,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,25,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,26,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,27,280,32,77,0.75,0.8300220750551877,0.9833333333333334,0.8915254237288136
appraisal,answer_only,28,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,29,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,30,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,31,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,answer_only,32,280,32,77,0.75,0.8300220750551877,1.0,1.0
appraisal,subjectesis,0,280,32,77,0.5,0.02531645569620253,0.5,0.058823529411764705
appraisal,subjectesis,1,280,32,77,0.4666666666666667,0.47619047619047616,0.65,0.5474747474747474
appraisal,subjectesis,2,280,32,77,0.43333333333333335,0.45774647887323944,0.5666666666666667,0.4514285714285714
appraisal,subjectesis,3,280,32,77,0.48,0.48322147651006714,0.36666666666666664,0.4074074074074074
appraisal,subjectesis,4,280,32,77,0.48,0.48322147651006714,0.4,0.42857142857142855
appraisal,subjectesis,5,280,32,77,0.49333333333333335,0.4900662251655629,0.6166666666666667,0.5060034305317325
appraisal,subjectesis,6,280,32,77,0.49333333333333335,0.4900662251655629,0.8666666666666667,0.5897435897435898
appraisal,subjectesis,7,280,32,77,0.48,0.48322147651006714,0.6333333333333333,0.5259259259259259
appraisal,subjectesis,8,280,32,77,0.47333333333333333,0.4797297297297297,0.7,0.632183908045977
appraisal,subjectesis,9,280,32,77,0.44666666666666666,0.4652777777777778,0.4166666666666667,0.43859649122807015
appraisal,subjectesis,10,280,32,77,0.47333333333333333,0.4797297297297297,0.7,0.632183908045977
appraisal,subjectesis,11,280,32,77,0.73,0.6531531531531531,0.7333333333333334,0.7333333333333334
appraisal,subjectesis,12,280,32,77,0.7233333333333334,0.6258503401360545,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,13,280,32,77,0.7366666666666667,0.6899328859060403,0.7333333333333334,0.7333333333333334
appraisal,subjectesis,14,280,32,77,0.7366666666666667,0.6899328859060403,0.7,0.632183908045977
appraisal,subjectesis,15,280,32,77,0.73,0.6531531531531531,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,16,280,32,77,0.7366666666666667,0.6899328859060403,0.9333333333333333,0.7142857142857143
appraisal,subjectesis,17,280,32,77,0.7366666666666667,0.6899328859060403,0.95,0.7593984962406015
appraisal,subjectesis,18,280,32,77,0.73,0.6531531531531531,0.95,0.7593984962406015
appraisal,subjectesis,19,280,32,77,0.7366666666666667,0.6899328859060403,0.9666666666666667,0.8160919540229885
appraisal,subjectesis,20,280,32,77,0.7366666666666667,0.6899328859060403,0.7333333333333334,0.7333333333333334
appraisal,subjectesis,21,280,32,77,0.7366666666666667,0.6899328859060403,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,22,280,32,77,0.7366666666666667,0.6899328859060403,0.9666666666666667,0.8160919540229885
appraisal,subjectesis,23,280,32,77,0.7433333333333334,0.7433333333333334,0.9666666666666667,0.8160919540229885
appraisal,subjectesis,24,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,25,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,26,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,27,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,28,280,32,77,0.7433333333333334,0.7433333333333334,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,29,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,30,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,31,280,32,77,0.75,0.8300220750551877,0.7166666666666667,0.6745762711864407
appraisal,subjectesis,32,280,32,77,0.75,0.8300220750551877,0.75,0.825136612021858
intends_to_watch,base,0,1009,153,275,0.5,0.40987124463519314,0.5,0.39763779527559057
intends_to_watch,base,1,1009,153,275,0.5738905509847918,0.5657894736842105,0.6533701447067783,0.6339064161644807
intends_to_watch,base,2,1009,153,275,0.6431687858389429,0.6288152566726173,0.5624523990860625,0.5600185528756957
intends_to_watch,base,3,1009,153,275,0.6669783096484667,0.6480493521807279,0.6265232292460016,0.6286407766990292
intends_to_watch,base,4,1009,153,275,0.6907878334579904,0.666780709632354,0.6072924600152323,0.6096938775510204
intends_to_watch,base,5,1009,153,275,0.6512715033657442,0.6291222441475846,0.634996191926885,0.6281810261818516
intends_to_watch,base,6,1009,153,275,0.62509349289454,0.5977347766121954,0.6064356435643564,0.6047996994317382
intends_to_watch,base,7,1009,153,275,0.6388992769882822,0.611695955486586,0.6454683929931455,0.6447761194029851
intends_to_watch,base,8,1009,153,275,0.6738967838444279,0.6404928793947485,0.6014851485148515,0.5993265993265993
intends_to_watch,base,9,1009,153,275,0.7112627773622537,0.6837779134310984,0.6457539984767708,0.6470588235294117
intends_to_watch,base,10,1009,153,275,0.7426763899276988,0.723271449197159,0.650990099009901,0.6547291993720565
intends_to_watch,base,11,1009,153,275,0.7717215158314634,0.7485522706491923,0.669935262757045,0.6707159596346071
intends_to_watch,base,12,1009,153,275,0.7907629020194464,0.7702589807852965,0.6696496572734196,0.6680188679245282
intends_to_watch,base,13,1009,153,275,0.8478870605833957,0.8375516880992412,0.7136329017517137,0.7146204983499929
intends_to_watch,base,14,1009,153,275,0.9066940912490651,0.8856616773580424,0.8394897182025896,0.8347344197623632
intends_to_watch,base,15,1009,153,275,0.8947893293443032,0.8768215480172001,0.8394897182025896,0.8347344197623632
intends_to_watch,base,16,1009,153,275,0.9171652954375468,0.9009009009009009,0.8592916984006094,0.8609689607346118
intends_to_watch,base,17,1009,153,275,0.9197830964846672,0.9047568853619239,0.8691926884996193,0.8743781695242695
intends_to_watch,base,18,1009,153,275,0.9354899027673897,0.9283206329249781,0.8834729626808835,0.8834729626808835
intends_to_watch,base,19,1009,153,275,0.9388244826726502,0.9287619047619047,0.8735719725818736,0.8700943396226415
intends_to_watch,base,20,1009,153,275,0.9354899027673897,0.9283206329249781,0.9225057121096725,0.9264705882352942
intends_to_watch,base,21,1009,153,275,0.9388244826726502,0.9287619047619047,0.8884234577303884,0.8902386532115356
intends_to_watch,base,22,1009,153,275,0.9388244826726502,0.9287619047619047,0.8881378522467631,0.8845283018867924
intends_to_watch,base,23,1009,153,275,0.944060084766891,0.9367534996396866,0.8834729626808835,0.8834729626808835
intends_to_watch,base,24,1009,153,275,0.9421590625779107,0.9291891973765922,0.9027037319116527,0.8989622641509434
intends_to_watch,base,25,1009,153,275,0.9388244826726502,0.9287619047619047,0.8834729626808835,0.8834729626808835
intends_to_watch,base,26,1009,153,275,0.9466778858140115,0.9407838070628768,0.9027037319116527,0.8989622641509434
intends_to_watch,base,27,1009,153,275,0.9466778858140115,0.9407838070628768,0.9027037319116527,0.8989622641509434
intends_to_watch,base,28,1009,153,275,0.9362066816255298,0.9247994652406417,0.9076542269611576,0.9057569296375266
intends_to_watch,base,29,1009,153,275,0.944060084766891,0.9367534996396866,0.898038842345773,0.898038842345773
intends_to_watch,base,30,1009,153,275,0.9269197207678883,0.9198877662102697,0.898038842345773,0.898038842345773
intends_to_watch,base,31,1009,153,275,0.9362066816255298,0.9247994652406417,0.898038842345773,0.898038842345773
intends_to_watch,base,32,1009,153,275,0.925018698578908,0.9125278320534376,0.8884234577303884,0.8902386532115356
intends_to_watch,answer_only,0,1009,153,275,0.5,0.40987124463519314,0.5,0.39763779527559057
intends_to_watch,answer_only,1,1009,153,275,0.5857953128895537,0.5759136405959032,0.6434691546077684,0.6222222222222222
intends_to_watch,answer_only,2,1009,153,275,0.6234106207928197,0.609782230974169,0.5528370144706778,0.5511106971545663
intends_to_watch,answer_only,3,1009,153,275,0.6562577910745451,0.6444104854825438,0.6262376237623762,0.6268114209192214
intends_to_watch,answer_only,4,1009,153,275,0.6703128895537273,0.6496012827671118,0.6011995430312262,0.5970893970893971
intends_to_watch,answer_only,5,1009,153,275,0.6360321615557217,0.6181047688585377,0.6052932216298552,0.5943468296409473
intends_to_watch,answer_only,6,1009,153,275,0.6465033657442034,0.6305525460455038,0.6344249809596345,0.6218487394957983
intends_to_watch,answer_only,7,1009,153,275,0.6508040388930442,0.6207213608057842,0.6338537699923839,0.6145414364640884
intends_to_watch,answer_only,8,1009,153,275,0.7112627773622537,0.6837779134310984,0.5962490479817213,0.5915868924889544
intends_to_watch,answer_only,9,1009,153,275,0.6972076788830716,0.6799348230912476,0.7025894897182026,0.6886446886446886
intends_to_watch,answer_only,10,1009,153,275,0.756014709548741,0.7283425675385475,0.7465727341964965,0.734375
intends_to_watch,answer_only,11,1009,153,275,0.825043630017452,0.80250333435929,0.761995430312262,0.7607675906183369
intends_to_watch,answer_only,12,1009,153,275,0.8600411368735976,0.831965782122905,0.7570449352627571,0.7546226415094339
intends_to_watch,answer_only,13,1009,153,275,0.9216841186736475,0.9119999999999999,0.8383472962680883,0.8143621084797555
intends_to_watch,answer_only,14,1009,153,275,0.9426265270506108,0.9441065649380092,0.9027037319116527,0.8989622641509434
intends_to_watch,answer_only,15,1009,153,275,0.9519134879082523,0.9489164086687307,0.9271706016755521,0.9271706016755521
intends_to_watch,answer_only,16,1009,153,275,0.9545312889553728,0.9530199257637174,0.932121096725057,0.9341431919269214
intends_to_watch,answer_only,17,1009,153,275,0.9571490900024932,0.9571490900024932,0.9469725818735719,0.9554368932038835
intends_to_watch,answer_only,18,1009,153,275,0.9597668910496135,0.9613045449570832,0.9324067022086824,0.9405825242718446
intends_to_watch,answer_only,19,1009,153,275,0.9571490900024932,0.9571490900024932,0.9324067022086824,0.9405825242718446
intends_to_watch,answer_only,20,1009,153,275,0.9597668910496135,0.9613045449570832,0.9277418126428028,0.9399529042386185
intends_to_watch,answer_only,21,1009,153,275,0.9597668910496135,0.9613045449570832,0.9277418126428028,0.9399529042386185
intends_to_watch,answer_only,22,1009,153,275,0.9597668910496135,0.9613045449570832,0.9277418126428028,0.9399529042386185
intends_to_watch,answer_only,23,1009,153,275,0.9571490900024932,0.9571490900024932,0.9277418126428028,0.9399529042386185
intends_to_watch,answer_only,24,1009,153,275,0.9571490900024932,0.9571490900024932,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,25,1009,153,275,0.9571490900024932,0.9571490900024932,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,26,1009,153,275,0.9571490900024932,0.9571490900024932,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,27,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,28,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,29,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,30,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,31,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,answer_only,32,1009,153,275,0.9597668910496135,0.9613045449570832,0.9227913175932978,0.9328063241106719
intends_to_watch,subjectesis,0,1009,153,275,0.5,0.40987124463519314,0.5,0.39763779527559057
intends_to_watch,subjectesis,1,1009,153,275,0.5824607329842932,0.5738304093567251,0.6341393754760092,0.6183178902352102
intends_to_watch,subjectesis,2,1009,153,275,0.6491211667913238,0.6336731147920769,0.5915841584158417,0.588404452690167
intends_to_watch,subjectesis,3,1009,153,275,0.6703128895537273,0.6496012827671118,0.607006854531607,0.6083554696933108
intends_to_watch,subjectesis,4,1009,153,275,0.6714971328845674,0.6559299348230913,0.5775894897182026,0.5775894897182026
intends_to_watch,subjectesis,5,1009,153,275,0.6446023435552232,0.6259788973356812,0.6687928408225438,0.6586842704302299
intends_to_watch,subjectesis,6,1009,153,275,0.6553228621291448,0.6288798920377867,0.6883092155369384,0.678453947368421
intends_to_watch,subjectesis,7,1009,153,275,0.6850847668910496,0.6513701397305693,0.653941355674029,0.641363144608727
intends_to_watch,subjectesis,8,1009,153,275,0.6974569932685116,0.6694945210321668,0.6446115765422695,0.6365131578947368
intends_to_watch,subjectesis,9,1009,153,275,0.7079281974569933,0.6824616174143608,0.6501332825590251,0.6479124594937303
intends_to_watch,subjectesis,10,1009,153,275,0.7619670905011219,0.7328571428571429,0.7083968012185834,0.7053961395763866
intends_to_watch,subjectesis,11,1009,153,275,0.8519384193467963,0.8357620640229335,0.7856054836252857,0.7746686303387335
intends_to_watch,subjectesis,12,1009,153,275,0.8593243580154575,0.8347476879332835,0.8339680121858339,0.8182565789473684
intends_to_watch,subjectesis,13,1009,153,275,0.912646472201446,0.8900407256571641,0.9070830159939072,0.893970893970894
intends_to_watch,subjectesis,14,1009,153,275,0.9354899027673897,0.9283206329249781,0.9172696115765423,0.9133962264150943
intends_to_watch,subjectesis,15,1009,153,275,0.9373909249563699,0.9359362624050691,0.9175552170601675,0.9195083456884595
intends_to_watch,subjectesis,16,1009,153,275,0.9478621291448517,0.9523809523809523,0.9178408225437928,0.9257281553398058
intends_to_watch,subjectesis,17,1009,153,275,0.9519134879082523,0.9489164086687307,0.9373571972581873,0.9477382520860782
intends_to_watch,subjectesis,18,1009,153,275,0.9519134879082523,0.9489164086687307,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,19,1009,153,275,0.9571490900024932,0.9571490900024932,0.9469725818735719,0.9554368932038835
intends_to_watch,subjectesis,20,1009,153,275,0.9631014709548741,0.9615617574430415,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,21,1009,153,275,0.9657192720019945,0.9657192720019945,0.9324067022086824,0.9405825242718446
intends_to_watch,subjectesis,22,1009,153,275,0.9597668910496135,0.9613045449570832,0.9324067022086824,0.9405825242718446
intends_to_watch,subjectesis,23,1009,153,275,0.9571490900024932,0.9571490900024932,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,24,1009,153,275,0.9597668910496135,0.9613045449570832,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,25,1009,153,275,0.9597668910496135,0.9613045449570832,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,26,1009,153,275,0.9657192720019945,0.9657192720019945,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,27,1009,153,275,0.9597668910496135,0.9613045449570832,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,28,1009,153,275,0.9657192720019945,0.9657192720019945,0.9469725818735719,0.9554368932038835
intends_to_watch,subjectesis,29,1009,153,275,0.968337073049115,0.9699035349666203,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,30,1009,153,275,0.968337073049115,0.9699035349666203,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,31,1009,153,275,0.968337073049115,0.9699035349666203,0.942022086824067,0.948273363921758
intends_to_watch,subjectesis,32,1009,153,275,0.9657192720019945,0.9657192720019945,0.9516374714394517,0.9558823529411764
